class_id,room_id,pref
2273,204,0.0
2273,94,0.0
2273,205,0.0
2273,206,0.0
2273,95,0.0
2273,96,-1.0
2273,207,0.0
2273,208,0.0
2273,209,0.0
2273,210,0.0
2273,211,0.0
2273,212,0.0
2273,213,0.0
2273,214,0.0
2273,215,0.0
1984,149,0.0
1985,149,0.0
2274,200,0.0
2275,200,0.0
1986,157,0.0
1987,158,0.0
1988,157,0.0
1989,157,0.0
1990,158,0.0
1991,158,0.0
1992,157,0.0
1993,158,0.0
1994,157,0.0
1995,158,0.0
1996,157,0.0
1997,158,0.0
1998,157,0.0
1999,158,0.0
2000,157,0.0
2001,158,0.0
2002,148,0.0
2003,148,0.0
2004,148,0.0
2005,148,0.0
2006,179,0.0
2007,178,0.0
2008,178,0.0
2009,178,0.0
2010,178,0.0
2011,178,0.0
2012,179,0.0
2013,179,0.0
2014,179,0.0
2015,179,0.0
14,11,0.0
2016,181,0.0
2017,181,0.0
2018,164,0.0
2019,164,0.0
2020,164,0.0
2021,164,0.0
2022,164,0.0
2023,164,0.0
2024,164,0.0
2025,164,0.0
2026,164,0.0
2027,164,0.0
2028,164,0.0
2029,164,0.0
2030,163,0.0
2031,163,0.0
2032,183,0.0
2033,183,0.0
2034,183,0.0
2035,181,0.0
2035,176,0.0
2036,181,0.0
2036,176,0.0
2037,181,0.0
2037,176,0.0
2038,173,0.0
2039,173,0.0
2040,185,0.0
2041,185,0.0
15,1,0.0
2042,184,0.0
2043,183,0.0
2044,184,0.0
2045,170,0.0
2046,170,0.0
2047,171,0.0
2048,159,0.0
2049,170,0.0
2050,170,0.0
2051,170,0.0
2052,170,0.0
2053,170,0.0
2054,170,0.0
2055,166,0.0
2056,166,0.0
2057,166,0.0
16,17,0.0
2058,165,0.0
2059,165,0.0
2060,174,0.0
2061,175,0.0
2062,165,0.0
2063,165,0.0
2064,174,0.0
2065,175,0.0
2066,159,0.0
17,11,0.0
18,11,0.0
2067,169,0.0
2068,169,0.0
2069,182,0.0
2070,177,0.0
2071,162,0.0
2072,163,0.0
2073,163,0.0
2074,163,0.0
2075,163,0.0
2076,163,0.0
2077,163,0.0
2078,159,0.0
2079,174,0.0
2080,184,0.0
2081,184,0.0
2082,152,0.0
2083,170,0.0
2084,171,0.0
2085,171,0.0
2086,170,0.0
2087,171,0.0
2088,171,0.0
2089,182,0.0
2090,183,0.0
2091,183,0.0
2092,168,0.0
2093,185,0.0
2094,166,0.0
2095,182,0.0
2096,168,0.0
2097,183,0.0
19,1,0.0
2098,152,0.0
2099,175,0.0
2100,182,0.0
2101,171,0.0
2102,171,0.0
2103,184,0.0
2104,184,0.0
2105,169,0.0
2106,159,0.0
2107,159,0.0
2108,185,0.0
2109,162,0.0
2110,173,0.0
2111,173,0.0
2112,173,0.0
2113,159,0.0
2114,170,0.0
2115,160,0.0
2116,157,0.0
2117,163,0.0
2118,147,0.0
2119,152,0.0
2120,175,0.0
2121,152,0.0
2122,182,0.0
2123,184,0.0
2124,152,0.0
2125,152,0.0
2126,169,0.0
2127,185,0.0
2128,163,0.0
2276,193,0.0
2276,195,0.0
2276,196,0.0
2276,198,0.0
2276,199,-4.0
2276,201,4.0
2276,207,0.0
2276,208,0.0
2276,209,0.0
2276,210,0.0
2276,211,0.0
2276,212,0.0
2277,193,4.0
2277,195,0.0
2277,196,0.0
2277,198,0.0
2277,199,0.0
2277,207,0.0
2277,208,0.0
2277,209,0.0
20,24,0.0
21,24,0.0
22,2,0.0
22,3,0.0
22,8,-1.0
22,22,4.0
23,15,0.0
24,15,0.0
25,7,4.0
26,7,0.0
27,7,0.0
28,2,-1.0
28,3,-1.0
28,8,0.0
28,22,0.0
29,7,0.0
30,7,0.0
31,7,0.0
32,7,0.0
33,7,0.0
34,10,0.0
35,10,0.0
36,10,0.0
37,24,4.0
37,1,0.0
37,25,0.0
37,27,0.0
37,2,0.0
37,3,0.0
37,4,0.0
37,5,0.0
37,6,0.0
37,28,0.0
37,30,0.0
37,7,0.0
37,8,0.0
37,31,0.0
37,9,0.0
37,32,0.0
37,10,4.0
37,33,4.0
37,11,0.0
37,12,0.0
37,35,0.0
37,13,0.0
37,14,0.0
37,15,0.0
37,36,0.0
37,16,0.0
37,17,0.0
37,18,0.0
37,38,0.0
37,19,0.0
37,40,4.0
37,41,4.0
37,20,0.0
37,21,0.0
37,22,0.0
37,43,0.0
38,10,0.0
39,30,0.0
40,10,0.0
41,8,-4.0
41,31,-4.0
41,9,-4.0
41,47,-4.0
41,19,-4.0
41,39,-4.0
42,9,-4.0
43,9,-4.0
44,9,-4.0
45,9,-4.0
46,9,-4.0
46,19,-4.0
47,25,0.0
48,8,-4.0
48,31,-4.0
48,9,-4.0
48,47,-4.0
49,47,-4.0
50,19,0.0
51,9,0.0
52,31,0.0
53,31,0.0
54,1,-4.0
54,27,-4.0
54,2,-4.0
54,3,-4.0
54,4,-4.0
54,5,-4.0
54,6,-4.0
54,28,-3.0
54,30,-4.0
54,7,-4.0
54,8,-4.0
54,31,-8.0
54,9,-4.0
54,10,0.0
54,11,-4.0
54,12,-4.0
54,35,-4.0
54,13,-4.0
54,14,-4.0
54,15,-4.0
54,36,-4.0
54,16,-4.0
54,17,-4.0
54,18,-4.0
54,38,-4.0
54,19,-4.0
54,20,-4.0
54,21,-4.0
54,22,-4.0
54,43,-4.0
55,31,-4.0
56,39,0.0
57,31,0.0
58,23,0.0
58,30,0.0
58,8,0.0
58,31,0.0
58,9,0.0
58,47,-4.0
58,19,0.0
58,39,0.0
59,31,-4.0
60,2,0.0
60,3,0.0
60,8,0.0
60,14,1.0
60,15,0.0
60,22,0.0
1704,109,0.0
1704,110,-4.0
1704,111,-4.0
1704,112,0.0
1705,109,0.0
1705,110,-4.0
1705,111,-4.0
1705,112,0.0
1706,109,0.0
1706,110,-4.0
1706,111,-4.0
1706,112,0.0
1707,109,0.0
1707,110,-4.0
1707,111,-4.0
1707,112,0.0
1708,109,0.0
1708,110,-4.0
1708,111,-4.0
1708,112,0.0
1709,109,0.0
1709,110,-4.0
1709,111,-4.0
1709,112,0.0
1710,109,0.0
1710,110,-4.0
1710,111,-4.0
1710,112,0.0
1711,109,0.0
1711,110,-4.0
1711,111,-4.0
1711,112,0.0
1712,109,0.0
1712,110,-4.0
1712,111,-4.0
1712,112,0.0
1713,111,0.0
61,1,4.0
61,2,0.0
61,3,0.0
61,4,0.0
61,5,0.0
61,6,0.0
61,7,0.0
61,8,0.0
61,9,0.0
61,10,4.0
61,11,0.0
61,12,0.0
61,13,0.0
61,14,0.0
61,15,0.0
61,17,0.0
61,18,0.0
61,19,0.0
61,20,0.0
61,21,0.0
61,22,0.0
1714,111,0.0
1715,111,0.0
1716,111,0.0
1717,111,0.0
1718,111,0.0
1719,111,0.0
62,2,0.0
62,3,0.0
62,8,0.0
62,14,0.0
62,15,0.0
62,22,0.0
1720,112,0.0
1721,109,0.0
1721,110,0.0
1721,111,0.0
1721,112,0.0
1722,111,0.0
63,2,0.0
63,3,0.0
63,4,0.0
63,5,4.0
63,6,0.0
63,8,0.0
63,9,0.0
63,10,4.0
63,11,0.0
63,12,0.0
63,13,0.0
63,14,0.0
63,15,0.0
63,18,0.0
63,19,0.0
63,21,0.0
63,22,0.0
1723,109,0.0
1723,110,0.0
1723,111,0.0
1723,112,0.0
1724,109,0.0
1724,110,0.0
1724,111,0.0
1724,112,0.0
1725,109,0.0
1725,110,0.0
1725,111,0.0
1725,112,0.0
1726,109,0.0
1726,110,0.0
1726,111,0.0
1726,112,0.0
64,24,0.0
64,1,0.0
64,25,0.0
64,27,0.0
64,2,0.0
64,3,0.0
64,4,0.0
64,5,0.0
64,6,0.0
64,28,0.0
64,30,0.0
64,7,0.0
64,8,0.0
64,31,0.0
64,9,0.0
64,32,0.0
64,10,0.0
64,33,0.0
64,11,0.0
64,12,0.0
64,34,4.0
64,35,0.0
64,13,0.0
64,14,0.0
64,15,0.0
64,36,0.0
64,16,0.0
64,17,0.0
64,18,0.0
64,38,0.0
64,19,0.0
64,40,0.0
64,41,0.0
64,20,0.0
64,21,0.0
64,22,0.0
64,43,0.0
1727,109,0.0
1727,110,-4.0
1727,111,-4.0
1727,112,0.0
1728,109,0.0
1728,110,0.0
1728,111,0.0
1728,112,0.0
1729,109,0.0
1729,110,-4.0
1729,111,-4.0
1729,112,0.0
1730,111,0.0
1731,109,0.0
1731,110,-4.0
1731,111,-4.0
1731,112,0.0
65,1,0.0
65,2,0.0
65,3,0.0
65,4,0.0
65,5,-1.0
65,6,0.0
65,7,0.0
65,8,0.0
65,9,0.0
65,10,0.0
65,11,0.0
65,12,0.0
65,13,0.0
65,14,0.0
65,15,0.0
65,16,0.0
65,17,0.0
65,18,0.0
65,19,0.0
65,20,0.0
65,21,0.0
65,22,0.0
2278,193,4.0
2278,195,0.0
2278,196,0.0
2278,198,0.0
2278,199,-4.0
2278,207,0.0
2278,208,0.0
2278,209,0.0
66,2,0.0
66,3,0.0
66,22,0.0
67,36,0.0
68,2,0.0
68,3,0.0
68,6,0.0
68,8,0.0
68,9,1.0
68,10,4.0
68,13,0.0
68,14,0.0
68,15,0.0
68,18,0.0
68,19,0.0
68,22,0.0
69,1,0.0
69,27,0.0
69,2,0.0
69,3,0.0
69,4,0.0
69,5,0.0
69,6,0.0
69,7,0.0
69,8,0.0
69,9,0.0
69,10,4.0
69,11,0.0
69,12,0.0
69,13,0.0
69,14,0.0
69,15,0.0
69,36,1.0
69,16,0.0
69,17,0.0
69,18,0.0
69,19,0.0
69,20,0.0
69,21,0.0
69,22,0.0
70,2,0.0
70,3,0.0
70,6,0.0
70,8,0.0
70,9,1.0
70,10,0.0
70,13,0.0
70,14,0.0
70,15,0.0
70,18,0.0
70,19,0.0
70,22,0.0
71,23,-4.0
71,24,4.0
71,1,0.0
71,25,0.0
71,26,0.0
71,27,0.0
71,44,0.0
71,2,0.0
71,3,0.0
71,4,0.0
71,5,0.0
71,45,0.0
71,6,0.0
71,28,0.0
71,29,0.0
71,30,0.0
71,46,0.0
71,7,0.0
71,8,-4.0
71,31,-4.0
71,9,-4.0
71,47,-4.0
71,48,0.0
71,32,0.0
71,10,4.0
71,33,4.0
71,11,0.0
71,49,0.0
71,12,0.0
71,34,0.0
71,35,0.0
71,13,0.0
71,14,0.0
71,15,0.0
71,36,0.0
71,16,0.0
71,17,0.0
71,37,0.0
71,18,0.0
71,38,0.0
71,19,0.0
71,39,0.0
71,40,0.0
71,41,0.0
71,20,0.0
71,42,0.0
71,21,0.0
71,22,0.0
71,43,0.0
72,2,0.0
72,3,0.0
72,4,0.0
72,6,0.0
72,8,0.0
72,9,0.0
72,10,4.0
72,11,0.0
72,12,0.0
72,13,0.0
72,14,0.0
72,15,0.0
72,18,0.0
72,19,0.0
72,21,0.0
72,22,0.0
73,2,0.0
73,3,0.0
73,4,0.0
73,6,0.0
73,8,0.0
73,9,0.0
73,10,4.0
73,11,0.0
73,12,0.0
73,13,0.0
73,14,0.0
73,15,0.0
73,18,0.0
73,19,0.0
73,22,0.0
74,23,-8.0
74,24,4.0
74,1,-4.0
74,25,-4.0
74,26,-4.0
74,2,-4.0
74,28,-4.0
74,29,-4.0
74,30,-4.0
74,7,0.0
74,8,-5.0
74,31,-5.0
74,9,-5.0
74,47,-9.0
74,48,-4.0
74,32,-4.0
74,10,4.0
74,33,4.0
74,11,-4.0
74,13,-4.0
74,17,0.0
74,38,-4.0
74,19,-4.0
74,39,-4.0
74,40,-4.0
74,41,-4.0
74,20,-4.0
74,42,-4.0
74,21,-4.0
74,22,-4.0
74,43,-4.0
75,23,0.0
75,24,4.0
75,1,0.0
75,25,0.0
75,50,0.0
75,26,0.0
75,27,0.0
75,44,0.0
75,2,0.0
75,3,0.0
75,4,0.0
75,5,0.0
75,45,0.0
75,6,0.0
75,28,0.0
75,29,0.0
75,30,0.0
75,46,0.0
75,7,0.0
75,8,0.0
75,52,0.0
75,31,0.0
75,9,0.0
75,47,0.0
75,48,0.0
75,32,0.0
75,10,4.0
75,33,4.0
75,11,0.0
75,53,0.0
75,54,0.0
75,49,0.0
75,12,0.0
75,34,0.0
75,35,0.0
75,13,0.0
75,14,0.0
75,15,0.0
75,36,0.0
75,16,0.0
75,17,0.0
75,37,0.0
75,18,0.0
75,38,0.0
75,19,0.0
75,39,0.0
75,40,0.0
75,41,0.0
75,20,0.0
75,42,0.0
75,21,0.0
75,22,0.0
75,43,0.0
76,23,0.0
76,24,4.0
76,1,0.0
76,25,0.0
76,50,0.0
76,26,0.0
76,27,0.0
76,44,0.0
76,51,0.0
76,2,0.0
76,3,0.0
76,4,0.0
76,5,0.0
76,45,0.0
76,6,0.0
76,28,0.0
76,29,0.0
76,30,0.0
76,46,0.0
76,7,0.0
76,8,0.0
76,52,0.0
76,31,0.0
76,9,0.0
76,47,0.0
76,48,0.0
76,32,0.0
76,10,4.0
76,33,4.0
76,11,0.0
76,53,0.0
76,54,0.0
76,49,0.0
76,12,0.0
76,34,0.0
76,35,0.0
76,13,0.0
76,14,0.0
76,15,0.0
76,36,0.0
76,16,0.0
76,17,0.0
76,55,0.0
76,37,0.0
76,18,0.0
76,38,0.0
76,19,0.0
76,39,0.0
76,40,0.0
76,41,0.0
76,20,0.0
76,42,0.0
76,21,0.0
76,22,0.0
76,43,0.0
77,2,0.0
77,3,-1.0
77,4,-2.0
77,6,0.0
77,8,0.0
77,9,0.0
77,10,0.0
77,11,0.0
77,12,0.0
77,13,0.0
77,14,0.0
77,15,0.0
