student_id,class_id
314,518
315,341
315,344
315,347
316,29
316,308
316,417
316,661
317,19
317,2096
317,2097
318,450
319,359
319,361
319,362
319,421
319,812
320,832
320,833
321,2066
321,298
321,720
322,191
322,2284
322,718
322,719
322,782
322,838
323,192
323,2287
323,232
324,1202
324,678
324,679
324,680
325,236
325,237
325,270
325,274
325,276
326,232
326,703
327,1348
327,2413
327,29
327,32
328,552
328,557
329,470
329,477
329,662
330,2066
330,450
330,477
330,488
330,859
331,1385
331,584
331,594
332,500
332,502
333,211
333,477
333,660
333,861
334,191
334,2285
334,294
335,310
335,450
335,763
335,764
336,486
336,487
337,1978
337,2268
337,805
337,809
338,172
339,1460
339,1468
339,186
339,767
339,787
340,236
340,274
340,276
341,1814
341,345
341,353
341,359
342,350
342,353
342,525
342,729
343,344
343,594
343,599
343,668
344,2339
344,2342
344,294
344,675
344,779
345,157
345,158
345,159
345,163
345,63
346,174
346,656
346,662
347,337
347,526
347,530
347,531
348,28
348,33
349,2401
349,308
349,558
350,1945
350,273
350,374
350,429
351,62
352,124
352,450
352,462
352,470
353,84
353,86
353,88
354,464
354,62
354,804
354,810
354,815
354,856
355,1383
355,166
355,169
355,172
355,812
356,27
356,31
356,46
356,57
356,756
357,12
357,814
358,468
359,23
359,293
359,441
359,442
360,784
360,786
360,792
361,265
361,54
361,55
362,2349
362,28
362,311
362,317
362,33
363,272
363,308
363,543
363,631
364,298
364,719
365,152
365,246
366,532
366,533
366,535
366,536
366,537
366,662
367,440
367,57
367,58
367,72
368,1647
368,1649
368,206
369,1106
369,247
369,763
369,764
370,1927
370,1929
370,1932
370,1935
370,1940
370,2373
370,430
370,431
371,642
371,718
372,421
372,803
372,805
372,806
373,1769
373,1771
373,1803
373,209
373,210
373,428
373,922
374,812
374,849
375,543
375,631
375,632
375,686
375,722
375,733
375,740
375,742
375,746
375,749
376,534
376,537
376,815
377,779
378,380
379,1044
379,222
379,224
379,2315
379,257
379,616
379,752
380,1102
380,23
380,28
380,78
381,374
381,642
382,195
382,2303
382,547
382,802
383,656
383,657
383,792
384,294
384,477
384,663
385,504
386,11
386,476
386,5
386,6
386,675
386,7
387,817
388,1936
388,429
388,430
388,431
389,1202
389,157
389,158
389,160
389,521
389,667
390,584
390,594
390,660
391,10
391,12
391,798
392,458
392,459
392,834
392,871
393,294
393,450
393,46
393,823
394,725
394,857
395,450
395,473
395,830
395,832
396,118
396,499
396,501
396,692
397,1889
397,1890
397,1891
397,1894
397,1906
397,1907
397,1908
397,658
398,119
398,236
398,237
398,270
398,274
399,784
399,803
400,286
400,287
400,633
400,634
400,688
400,689
400,734
400,747
400,749
401,87
402,154
402,159
402,408
402,752
402,797
403,1639
403,370
404,768
404,769
405,721
405,85
405,87
406,397
406,457
406,462
406,785
407,28
407,311
407,661
408,1811
408,28
408,314
408,657
409,1251
409,1254
409,1556
409,1557
409,1560
409,1590
409,66
410,175
410,571
411,381
411,708
411,768
411,769
412,2343
412,295
412,297
412,488
413,450
413,664
414,542
414,551
415,109
415,112
415,832
416,711
417,663
418,663
418,710
419,380
419,663
420,378
420,457
420,476
420,780
420,782
421,206
421,554
421,706
422,1370
422,1387
422,66
423,1815
423,2400
423,463
423,700
424,292
424,728
425,87
426,286
426,287
426,310
426,544
426,633
426,634
426,747
426,750
427,395
427,396
428,1252
428,1253
428,1543
428,189
429,491
429,492
429,494
430,417
430,844
430,860
431,273
431,420
431,499
432,660
433,417
433,436
433,66
433,673
433,853
434,1204
434,1545
434,1546
434,472
435,1418
435,183
435,273
435,418
435,46
436,530
436,534
436,537
436,572
436,707
437,1545
437,1547
437,1561
437,1562
437,1564
437,66
437,821
438,286
438,287
438,633
438,634
438,688
438,689
438,747
438,749
439,1811
439,698
439,699
439,701
440,2339
440,2342
440,262
440,264
441,472
442,458
442,463
443,719
444,2184
444,2192
444,294
444,728
445,1339
445,655
445,704
446,352
446,355
446,359
446,457
446,67
447,238
447,239
447,240
447,418
447,842
448,169
448,170
448,171
448,172
448,173
448,574
448,835
449,323
449,324
449,476
449,589
449,602
450,810
450,858
451,387
451,389
451,906
452,166
452,172
452,173
452,714
453,238
453,239
453,240
453,296
453,63
454,587
454,593
454,597
455,120
455,121
455,122
455,450
455,73
456,338
456,529
456,534
456,537
456,573
456,678
457,653
458,380
458,706
459,1254
459,628
460,546
461,1562
461,1563
461,450
461,822
462,382
462,392
463,16
463,2004
463,2039
463,2041
463,2059
463,2063
464,29
464,30
464,417
464,714
465,420
466,460
466,850
466,965
467,724
467,726
468,28
468,308
468,309
468,716
468,837
469,1379
469,262
469,263
469,763
469,764
470,129
470,130
470,2146
470,2147
470,729
471,1553
471,190
472,1810
472,360
472,421
473,558
474,12
474,474
474,529
474,9
475,59
476,558
477,2081
477,2091
477,783
478,247
478,498
478,89
478,94
478,966
479,487
480,1231
480,1243
480,392
480,66
481,298
481,309
482,290
482,292
482,318
482,378
482,780
483,1107
483,202
483,2308
484,2346
484,295
484,298
484,395
484,396
484,450
485,1955
485,1962
485,2380
485,514
485,517
486,319
486,392
487,261
487,391
488,1855
488,1936
488,1938
488,429
488,430
488,431
488,432
489,543
489,631
489,632
489,686
489,722
489,733
489,740
489,742
489,746
489,750
490,2019
490,2023
490,2027
490,333
491,1727
491,19
491,63
491,785
492,399
492,729
492,831
492,832
493,1717
493,61
493,729
494,1222
494,2
494,3
495,397
495,417
496,1368
496,2452
496,326
496,493
496,628
497,1234
497,585
497,588
497,592
497,667
498,124
498,125
498,73
498,843
499,417
499,49
499,720
499,785
500,397
501,698
501,699
501,701
502,192
502,196
502,219
502,2285
502,2303
502,457
503,17
503,294
504,17
505,492
505,493
505,494
506,27
506,31
506,662
506,784
507,710
508,120
508,24
508,270
508,768
508,769
509,708
510,296
510,328
511,26
511,27
511,31
512,376
512,714
512,785
513,1927
513,1930
513,1933
513,1935
513,1952
513,2374
513,430
513,431
513,493
514,823
515,286
515,287
515,633
515,634
515,734
515,747
515,749
516,1813
516,210
516,211
516,459
517,1951
517,297
517,513
517,515
518,1464
518,1472
518,1499
518,1500
518,186
518,607
518,983
519,1971
519,2261
519,36
519,40
519,562
519,563
519,564
519,90
519,94
520,273
520,486
520,502
521,792
522,1310
522,1436
522,182
522,1956
522,514
522,784
522,866
523,1727
523,63
524,730
525,117
525,383
525,384
525,386
525,390
525,464
525,908
526,1560
526,2176
526,326
526,656
526,730
527,247
527,402
527,607
527,984
528,218
528,229
528,436
528,461
529,196
529,229
529,2302
529,661
530,310
530,337
530,575
530,582
530,591
531,1323
531,866
532,1673
532,1674
532,1688
532,246
532,373
532,718
532,811
533,83
534,656
535,656
535,706
536,766
537,63
538,1899
538,1903
538,309
538,718
539,307
539,309
539,718
540,210
540,2349
540,317
540,379
540,785
541,1813
541,261
541,333
541,391
542,1811
542,298
543,328
543,457
544,694
544,695
544,696
545,1851
545,210
545,821
545,864
546,195
546,2300
546,642
547,1985
547,222
547,224
547,2275
547,2311
547,780
548,783
549,728
550,398
550,418
550,857
550,864
551,1338
551,418
552,205
552,206
552,207
552,554
553,725
553,814
553,816
554,441
554,442
555,662
555,83
556,392
556,399
557,798
557,803
558,296
558,308
559,376
560,2356
560,782
560,784
561,1751
561,1855
561,211
561,473
562,2130
562,2132
562,420
562,729
562,822
563,156
563,167
563,170
563,171
563,172
563,174
564,1734
564,420
564,459
564,864
565,418
565,660
565,664
565,725
566,230
566,2335
567,1235
567,588
567,591
567,597
567,726
568,337
568,576
568,581
568,67
569,1961
569,493
569,514
569,518
569,519
569,785
570,421
571,439
571,516
571,519
571,786
572,590
572,602
572,668
572,803
573,294
573,725
574,781
575,554
576,473
576,706
577,589
577,594
577,600
578,398
578,436
579,713
579,716
579,790
580,310
580,312
580,313
580,314
581,122
581,2277
581,375
581,543
581,73
582,2018
582,2022
582,2026
582,2152
582,2154
582,333
582,391
583,281
584,2017
584,2146
584,2147
584,830
584,848
585,2344
585,294
585,295
586,1522
586,188
586,397
586,477
587,213
587,532
587,533
587,535
587,536
587,845
588,420
588,803
589,2383
589,377
589,522
589,523
589,524
589,529
589,842
590,298
590,493
591,2135
591,2136
591,319
591,386
591,390
592,329
592,463
592,710
593,1659
593,1663
593,1665
593,1666
593,371
593,372
594,1814
594,2400
594,327
594,700
595,291
595,296
595,781
596,381
596,711
597,1154
597,378
597,459
597,760
597,762
598,118
598,265
598,416
598,768
598,769
599,554
599,555
599,556
600,28
600,329
600,494
600,81
601,721
601,790
602,1874
602,1877
602,1896
602,1978
602,2268
602,308
603,502
603,817
604,1956
604,513
604,515
604,516
604,517
605,109
605,116
606,381
606,707
607,382
607,483
607,897
608,2349
608,317
608,33
608,439
608,658
608,662
609,2344
609,295
609,298
610,15
610,2081
610,2090
610,488
611,397
611,420
611,471
611,858
611,864
612,1333
612,28
612,311
612,379
612,428
613,297
613,298
613,864
614,16
614,2032
614,2038
614,2040
614,2059
614,2063
614,529
614,581
615,308
616,163
616,165
616,166
616,169
616,172
617,1640
617,370
617,554
617,555
617,558
618,1647
618,1648
618,204
618,22
619,328
619,793
619,858
620,655
621,521
621,580
621,724
622,2034
622,2043
622,466
622,725
623,327
623,471
623,788
624,349
624,677
625,117
625,385
625,464
625,901
626,1361
626,1661
626,1664
626,1675
626,1678
626,2439
626,371
626,372
627,1090
627,492
627,566
627,567
627,568
628,590
628,595
628,599
629,642
629,715
630,436
630,711
631,15
631,2057
631,2100
631,436
632,24
632,450
632,515
632,519
633,319
633,333
633,391
634,1241
634,628
634,673
635,513
635,519
636,109
636,115
636,821
636,845
637,655
637,711
638,1748
638,1851
638,210
638,2135
638,2136
638,493
638,703
639,711
640,1738
640,2135
640,2136
640,2408
640,832
640,833
641,785
641,786
641,821
641,844
642,853
643,760
643,762
644,120
644,121
644,262
644,263
644,55
645,420
645,724
646,656
646,704
647,694
647,695
647,696
648,2160
648,2162
648,290
648,292
648,62
649,662
649,79
649,80
650,19
650,375
650,650
650,66
651,290
651,296
651,326
652,308
652,327
652,513
652,515
653,82
653,84
654,381
655,1219
655,156
655,165
655,166
655,173
656,308
656,553
657,326
657,550
657,554
657,645
658,1140
658,326
659,462
659,673
659,784
659,803
659,864
660,1814
660,1879
660,1880
660,1881
660,2004
660,22
660,307
661,266
661,268
661,438
662,210
662,22
662,28
662,307
662,436
663,1323
663,294
663,308
663,310
663,837
663,866
664,110
664,111
664,211
664,428
664,821
665,760
665,761
666,1969
666,202
666,2259
666,229
666,2306
666,713
667,1322
667,1813
667,439
667,513
667,867
668,87
669,1945
669,23
669,512
670,349
670,354
670,356
670,357
671,1233
671,376
671,587
671,593
671,651
672,1173
672,266
672,267
672,580
672,624
672,667
672,669
672,670
672,671
673,1198
673,1200
673,1813
673,575
673,581
673,593
674,1710
674,2160
674,2162
674,262
674,264
674,60
674,765
674,823
675,319
676,130
676,137
676,138
676,139
676,588
676,630
677,1191
677,1192
677,1256
677,66
678,23
678,313
678,316
678,436
678,720
679,109
679,114
679,251
679,499
680,790
681,196
681,221
681,2305
681,374
681,799
682,196
682,2303
683,285
683,587
683,593
683,597
684,383
684,384
684,392
685,380
685,450
685,706
686,1073
686,1079
686,258
686,404
686,405
686,406
686,411
687,460
687,656
688,1691
688,248
688,373
688,376
688,466
689,298
689,428
689,792
690,1238
690,2003
690,4
690,5
690,6
690,8
691,1108
691,1149
691,1340
691,1516
691,188
691,650
692,542
693,293
693,294
693,297
694,293
694,294
694,784
695,590
695,594
695,600
695,667
696,1306
696,17
696,310
696,417
696,866
697,463
697,703
698,1842
698,1843
698,712
698,716
698,721
699,236
699,237
699,274
699,276
699,377
699,871
700,294
700,297
701,69
701,718
702,694
702,695
702,696
703,1961
703,1963
703,516
703,517
703,518
703,519
704,715
704,784
704,89
704,94
705,333
706,477
706,790
707,1705
707,60
708,10
708,11
708,12
708,341
708,349
709,107
709,211
709,71
709,803
709,806
710,712
710,79
710,80
711,1739
711,780
711,848
711,852
712,1320
712,866
713,28
713,309
713,661
713,719
714,1354
714,2425
714,465
714,501
714,677
714,72
715,1169
715,2276
715,580
715,623
715,772
715,91
715,92
716,1923
716,1938
716,211
716,432
716,714
717,1204
717,154
717,158
717,159
717,163
717,165
718,273
718,487
718,502
718,803
719,1098
719,296
719,375
719,720
720,349
720,350
720,353
720,359
720,421
721,500
721,502
721,789
722,120
722,25
723,1346
723,2278
723,2410
723,26
723,713
724,379
724,534
725,661
725,759
725,761
725,79
725,80
726,1093
726,191
726,2287
726,712
726,759
726,762
726,77
726,870
727,318
727,554
727,555
728,1089
728,266
728,269
728,46
728,54
729,392
730,1679
730,1681
730,204
730,205
730,653
731,383
731,384
731,393
731,757
732,1263
732,669
732,670
732,679
732,681
732,682
733,310
733,359
734,236
734,274
734,276
735,528
735,587
735,594
735,600
736,120
736,121
736,257
736,54
737,768
737,769
738,694
738,695
738,696
739,290
739,292
739,714
740,363
741,29
741,32
741,661
742,2020
742,2024
742,2028
742,391
742,461
743,1949
743,436
743,784
743,808
744,1751
744,724
744,816
745,46
745,72
746,1545
746,1547
746,1562
746,1564
746,22
746,326
746,450
747,2401
747,296
747,323
747,324
747,557
748,1347
748,2340
748,2341
748,2412
748,254
749,1342
749,360
749,450
749,654
750,509
750,784
751,15
751,19
751,2102
751,781
752,1122
752,2169
752,2170
752,378
752,801
753,716
754,1948
754,1955
754,1956
754,514
754,517
754,661
755,656
755,704
756,350
756,352
756,358
756,359
757,129
757,131
758,232
758,662
759,282
760,286
760,287
760,633
760,634
760,734
760,747
760,749
761,1329
761,1734
761,866
762,349
762,353
762,359
762,421
762,571
763,1334
763,655
763,705
764,118
764,54
764,766
765,1209
765,376
765,522
765,678
765,770
766,2081
766,2091
766,290
766,375
766,849
767,54
767,72
767,766
768,1819
768,1852
768,1854
768,1855
768,847
769,28
769,307
769,713
770,291
770,296
770,718
771,669
771,670
771,679
771,680
771,682
772,236
772,238
772,239
772,240
772,90
772,94
773,226
773,227
773,760
773,762
773,78
774,471
774,676
775,118
775,2277
775,237
775,377
776,1744
776,28
776,63
777,788
778,119
778,121
778,286
778,287
778,633
778,634
778,747
778,749
779,28
779,558
779,721
779,835
780,352
780,354
780,359
780,421
781,1195
781,1199
781,167
781,2276
781,580
782,583
782,590
782,600
782,668
783,10
784,454
784,540
785,126
785,767
786,757
787,716
787,729
787,849
788,784
789,19
789,2057
789,2073
789,2075
789,2077
789,393
789,924
790,1380
790,724
790,73
791,1973
791,2263
791,562
791,563
791,564
792,129
792,1377
792,266
792,267
792,725
793,381
794,810
794,827
794,828
794,829
795,716
796,202
796,219
796,2308
796,553
796,81
797,1553
797,1561
797,190
797,628
797,651
798,1340
798,439
798,654
799,1538
799,1539
799,1560
799,66
800,266
800,267
800,449
800,52
800,786
801,1303
801,730
801,867
802,294
802,811
803,121
803,277
803,280
804,1237
804,296
804,337
804,586
805,1355
805,2428
805,273
805,714
805,768
805,769
806,63
806,702
806,807
806,820
807,818
808,662
809,120
809,121
809,262
809,264
810,654
810,707
811,553
811,714
811,716
811,720
811,799
812,1431
812,183
812,378
812,461
812,605
813,1194
813,1200
813,655
813,704
814,1738
814,2408
814,693
814,697
815,1341
815,656
815,707
816,110
816,111
816,211
816,484
817,338
817,581
817,771
818,792
819,1939
819,1951
819,429
819,432
819,72
820,1513
820,188
820,318
820,376
820,654
821,327
821,382
821,392
821,459
821,781
821,846
822,1342
822,1525
822,188
822,377
822,651
823,781
824,124
824,73
824,752
825,1212
825,236
825,274
825,276
825,673
826,1953
826,23
826,511
826,512
826,846
827,55
827,806
827,809
828,1339
828,673
828,780
828,802
829,24
829,320
829,383
829,384
829,758
830,109
830,111
830,1352
830,2422
830,266
830,267
830,768
830,769
831,586
831,593
831,597
831,668
831,786
832,1554
832,1560
832,1561
832,190
832,339
832,673
833,2278
833,26
833,45
834,543
834,631
834,632
834,686
834,722
834,733
834,740
834,742
834,746
834,749
835,1359
835,1916
835,1920
835,2435
835,266
835,268
835,422
835,423
835,426
835,427
835,72
835,850
836,1810
836,192
836,2287
836,312
836,422
836,949
837,543
837,631
837,632
837,686
837,722
837,733
837,740
837,743
837,746
837,749
838,387
838,389
839,1642
839,370
839,387
839,389
840,110
840,115
840,120
840,1380
840,500
841,694
841,695
841,696
842,693
842,696
842,697
843,1357
843,22
843,2431
843,247
843,54
843,55
844,130
844,137
844,138
844,139
844,572
845,1440
845,182
845,23
845,713
846,460
846,718
846,759
846,761
847,1151
847,375
847,673
847,850
848,639
848,703
848,713
849,1217
849,2
849,571
850,462
850,758
850,834
851,1178
851,336
851,340
851,625
851,773
852,1737
852,1745
852,2407
852,832
853,122
853,1378
853,800
854,1034
854,1338
854,615
854,706
855,1555
855,1561
855,190
855,628
855,673
856,296
856,297
856,66
856,724
856,850
857,285
857,673
858,1203
858,581
858,678
858,679
858,680
859,119
859,237
859,274
859,527
859,771
860,656
861,1155
861,1418
861,18
861,182
861,375
861,651
862,272
862,543
862,631
862,686
862,722
862,733
862,740
862,743
862,746
862,749
863,655
863,704
864,1743
864,417
864,810
865,1240
865,1245
865,5
865,6
865,8
865,9
866,122
866,137
866,138
866,139
866,587
867,1239
867,4
867,5
867,6
867,8
868,492
868,566
868,567
868,568
869,253
869,780
870,1361
870,192
870,219
870,220
870,2285
870,2439
870,662
871,1204
871,574
872,290
872,291
872,488
872,785
872,818
873,110
873,114
873,1351
873,1914
873,1918
873,211
873,2420
873,426
873,427
873,716
874,110
874,115
874,118
874,273
874,46
875,1219
875,1383
875,164
875,169
875,173
875,779
876,349
876,354
876,356
876,357
877,382
877,387
877,389
877,392
878,1458
878,184
878,223
878,225
878,2323
878,401
878,409
878,753
879,62
880,1204
880,1213
880,223
880,225
880,2327
880,340
880,668
881,282
882,439
882,787
883,1744
883,812
883,859
883,862
884,685
885,156
885,168
885,169
885,170
885,171
885,172
886,557
886,721
887,1746
887,19
887,1985
887,2036
887,2275
887,285
888,292
888,293
888,294
889,1810
889,352
889,358
889,421
889,837
890,784
890,804
890,848
891,120
891,121
891,262
891,263
891,462
891,499
892,1302
892,22
892,290
892,867
893,1455
893,184
893,257
893,376
893,752
893,871
894,1149
894,323
894,324
894,651
894,730
895,1098
895,193
895,194
895,2292
896,1233
896,338
896,379
896,575
896,651
897,844
897,849
898,1350
898,21
898,2417
898,472
898,784
899,586
899,595
899,596
900,297
900,660
900,664
901,655
901,707
902,63
902,657
902,674
903,382
903,458
903,461
903,724
904,272
904,275
905,127
905,262
905,263
905,458
906,1347
906,2411
906,308
906,465
907,246
907,293
907,296
907,417
907,720
908,1136
908,120
908,121
908,262
908,263
908,53
909,458
909,66
910,798
911,256
911,767
911,850
912,656
912,708
913,109
913,112
913,118
913,420
913,499
914,19
915,293
