class_id,days_mask,start_slot,length_slots,pref
2259,0010000,90,24,-40.0
2259,0001000,90,24,0.0
2259,0000100,90,24,0.0
2259,1000000,114,24,0.0
2259,0100000,114,24,0.0
2259,0010000,114,24,0.0
2259,0001000,114,24,0.0
2259,0000100,114,24,0.0
2259,1000000,138,24,0.0
2259,0100000,138,24,0.0
2259,0010000,138,24,0.0
2259,0001000,138,24,0.0
2259,0000100,138,24,0.0
2259,1000000,162,24,0.0
2259,0100000,162,24,0.0
2259,0010000,162,24,0.0
2259,0001000,162,24,0.0
2259,0000100,162,24,0.0
2259,1000000,186,24,0.0
2259,0100000,186,24,0.0
2259,0010000,186,24,0.0
2259,0001000,186,24,0.0
2259,0000100,186,24,0.0
2260,1000000,90,24,0.0
2260,0100000,90,24,0.0
2260,0010000,90,24,0.0
2260,0001000,90,24,0.0
2260,0000100,90,24,0.0
2260,1000000,114,24,0.0
2260,0100000,114,24,0.0
2260,0010000,114,24,0.0
2260,0001000,114,24,0.0
2260,0000100,114,24,-40.0
2260,1000000,138,24,0.0
2260,0100000,138,24,0.0
2260,0010000,138,24,0.0
2260,0001000,138,24,0.0
2260,0000100,138,24,0.0
2260,1000000,162,24,0.0
2260,0100000,162,24,0.0
2260,0010000,162,24,0.0
2260,0001000,162,24,0.0
2260,0000100,162,24,0.0
2260,1000000,186,24,0.0
2260,0100000,186,24,0.0
2260,0010000,186,24,0.0
2260,0001000,186,24,0.0
2260,0000100,186,24,0.0
2261,1000000,90,24,0.0
2261,0100000,90,24,0.0
2261,0010000,90,24,0.0
2261,0001000,90,24,0.0
2261,0000100,90,24,0.0
2261,1000000,114,24,0.0
2261,0100000,114,24,0.0
2261,0010000,114,24,-40.0
2261,0001000,114,24,0.0
2261,0000100,114,24,0.0
2261,1000000,138,24,0.0
2261,0100000,138,24,0.0
2261,0010000,138,24,0.0
2261,0001000,138,24,0.0
2261,0000100,138,24,0.0
2261,1000000,162,24,0.0
2261,0100000,162,24,0.0
2261,0010000,162,24,0.0
2261,0001000,162,24,0.0
2261,0000100,162,24,0.0
2261,1000000,186,24,0.0
2261,0100000,186,24,0.0
2261,0010000,186,24,0.0
2261,0001000,186,24,0.0
2261,0000100,186,24,0.0
2262,1000000,90,24,0.0
2262,0100000,90,24,0.0
2262,0010000,90,24,0.0
2262,0001000,90,24,0.0
2262,0000100,90,24,0.0
2262,1000000,114,24,0.0
2262,0100000,114,24,0.0
2262,0010000,114,24,0.0
2262,0001000,114,24,0.0
2262,0000100,114,24,0.0
2262,1000000,138,24,0.0
2262,0100000,138,24,0.0
2262,0010000,138,24,0.0
2262,0001000,138,24,0.0
2262,0000100,138,24,-40.0
2262,1000000,162,24,0.0
2262,0100000,162,24,0.0
2262,0010000,162,24,0.0
2262,0001000,162,24,0.0
2262,0000100,162,24,0.0
2262,1000000,186,24,0.0
2262,0100000,186,24,0.0
2262,0010000,186,24,0.0
2262,0001000,186,24,0.0
2262,0000100,186,24,0.0
2263,1000000,90,24,0.0
2263,0100000,90,24,0.0
2263,0010000,90,24,0.0
2263,0001000,90,24,0.0
2263,0000100,90,24,0.0
2263,1000000,114,24,0.0
2263,0100000,114,24,0.0
2263,0010000,114,24,0.0
2263,0001000,114,24,0.0
2263,0000100,114,24,0.0
2263,1000000,138,24,0.0
2263,0100000,138,24,0.0
2263,0010000,138,24,-40.0
2263,0001000,138,24,0.0
2263,0000100,138,24,0.0
2263,1000000,162,24,0.0
2263,0100000,162,24,0.0
2263,0010000,162,24,0.0
2263,0001000,162,24,0.0
2263,0000100,162,24,0.0
2263,1000000,186,24,0.0
2263,0100000,186,24,0.0
2263,0010000,186,24,0.0
2263,0001000,186,24,0.0
2263,0000100,186,24,0.0
2264,1000000,90,24,0.0
2264,0100000,90,24,0.0
2264,0010000,90,24,0.0
2264,0001000,90,24,0.0
2264,0000100,90,24,0.0
2264,1000000,114,24,0.0
2264,0100000,114,24,0.0
2264,0010000,114,24,0.0
2264,0001000,114,24,0.0
2264,0000100,114,24,0.0
2264,1000000,138,24,0.0
2264,0100000,138,24,0.0
2264,0010000,138,24,0.0
2264,0001000,138,24,0.0
2264,0000100,138,24,0.0
2264,1000000,162,24,0.0
2264,0100000,162,24,0.0
2264,0010000,162,24,0.0
2264,0001000,162,24,0.0
2264,0000100,162,24,-40.0
2264,1000000,186,24,0.0
2264,0100000,186,24,0.0
2264,0010000,186,24,0.0
2264,0001000,186,24,0.0
2264,0000100,186,24,0.0
2265,1000000,90,24,0.0
2265,0100000,90,24,0.0
2265,0010000,90,24,0.0
2265,0001000,90,24,0.0
2265,0000100,90,24,0.0
2265,1000000,114,24,0.0
2265,0100000,114,24,0.0
2265,0010000,114,24,0.0
2265,0001000,114,24,0.0
2265,0000100,114,24,0.0
2265,1000000,138,24,0.0
2265,0100000,138,24,0.0
2265,0010000,138,24,0.0
2265,0001000,138,24,0.0
2265,0000100,138,24,0.0
2265,1000000,162,24,0.0
2265,0100000,162,24,0.0
2265,0010000,162,24,-40.0
2265,0001000,162,24,0.0
2265,0000100,162,24,0.0
2265,1000000,186,24,0.0
2265,0100000,186,24,0.0
2265,0010000,186,24,0.0
2265,0001000,186,24,0.0
2265,0000100,186,24,0.0
2266,1000000,90,24,0.0
2266,0100000,90,24,0.0
2266,0010000,90,24,0.0
2266,0001000,90,24,0.0
2266,0000100,90,24,0.0
2266,1000000,114,24,0.0
2266,0100000,114,24,-40.0
2266,0010000,114,24,0.0
2266,0001000,114,24,0.0
2266,0000100,114,24,0.0
2266,1000000,138,24,0.0
2266,0100000,138,24,0.0
2266,0010000,138,24,0.0
2266,0001000,138,24,0.0
2266,0000100,138,24,0.0
2266,1000000,162,24,0.0
2266,0100000,162,24,0.0
2266,0010000,162,24,0.0
2266,0001000,162,24,0.0
2266,0000100,162,24,0.0
2266,1000000,186,24,0.0
2266,0100000,186,24,0.0
2266,0010000,186,24,0.0
2266,0001000,186,24,0.0
2266,0000100,186,24,0.0
2267,1000000,90,24,0.0
2267,0100000,90,24,0.0
2267,0010000,90,24,0.0
2267,0001000,90,24,0.0
2267,0000100,90,24,0.0
2267,1000000,114,24,0.0
2267,0100000,114,24,-40.0
2267,0010000,114,24,0.0
2267,0001000,114,24,0.0
2267,0000100,114,24,0.0
2267,1000000,138,24,0.0
2267,0100000,138,24,0.0
2267,0010000,138,24,0.0
2267,0001000,138,24,0.0
2267,0000100,138,24,0.0
2267,1000000,162,24,0.0
2267,0100000,162,24,0.0
2267,0010000,162,24,0.0
2267,0001000,162,24,0.0
2267,0000100,162,24,0.0
2267,1000000,186,24,0.0
2267,0100000,186,24,0.0
2267,0010000,186,24,0.0
2267,0001000,186,24,0.0
2267,0000100,186,24,0.0
2268,1000000,90,24,0.0
2268,0100000,90,24,0.0
2268,0010000,90,24,0.0
2268,0001000,90,24,0.0
2268,0000100,90,24,0.0
2268,1000000,114,24,0.0
2268,0100000,114,24,0.0
2268,0010000,114,24,0.0
2268,0001000,114,24,-40.0
2268,0000100,114,24,0.0
2268,1000000,138,24,0.0
2268,0100000,138,24,0.0
2268,0010000,138,24,0.0
2268,0001000,138,24,0.0
2268,0000100,138,24,0.0
2268,1000000,162,24,0.0
2268,0100000,162,24,0.0
2268,0010000,162,24,0.0
2268,0001000,162,24,0.0
2268,0000100,162,24,0.0
2268,1000000,186,24,0.0
2268,0100000,186,24,0.0
2268,0010000,186,24,0.0
2268,0001000,186,24,0.0
2268,0000100,186,24,0.0
2269,1000000,90,24,0.0
2269,0100000,90,24,0.0
2269,0010000,90,24,0.0
2269,0001000,90,24,0.0
2269,0000100,90,24,0.0
2269,1000000,114,24,0.0
2269,0100000,114,24,0.0
2269,0010000,114,24,0.0
2269,0001000,114,24,-40.0
2269,0000100,114,24,0.0
2269,1000000,138,24,0.0
2269,0100000,138,24,0.0
2269,0010000,138,24,0.0
2269,0001000,138,24,0.0
2269,0000100,138,24,0.0
2269,1000000,162,24,0.0
2269,0100000,162,24,0.0
2269,0010000,162,24,0.0
2269,0001000,162,24,0.0
2269,0000100,162,24,0.0
2269,1000000,186,24,0.0
2269,0100000,186,24,0.0
2269,0010000,186,24,0.0
2269,0001000,186,24,0.0
2269,0000100,186,24,0.0
2270,1000000,90,24,0.0
2270,0100000,90,24,0.0
2270,0010000,90,24,0.0
2270,0001000,90,24,0.0
2270,0000100,90,24,0.0
2270,1000000,114,24,0.0
2270,0100000,114,24,0.0
2270,0010000,114,24,0.0
2270,0001000,114,24,0.0
2270,0000100,114,24,0.0
2270,1000000,138,24,0.0
2270,0100000,138,24,-40.0
2270,0010000,138,24,0.0
2270,0001000,138,24,0.0
2270,0000100,138,24,0.0
2270,1000000,162,24,0.0
2270,0100000,162,24,0.0
2270,0010000,162,24,0.0
2270,0001000,162,24,0.0
2270,0000100,162,24,0.0
2270,1000000,186,24,0.0
2270,0100000,186,24,0.0
2270,0010000,186,24,0.0
2270,0001000,186,24,0.0
2270,0000100,186,24,0.0
2271,1000000,90,24,0.0
2271,0100000,90,24,0.0
2271,0010000,90,24,0.0
2271,0001000,90,24,0.0
2271,0000100,90,24,0.0
2271,1000000,114,24,0.0
2271,0100000,114,24,0.0
2271,0010000,114,24,0.0
2271,0001000,114,24,0.0
2271,0000100,114,24,0.0
2271,1000000,138,24,0.0
2271,0100000,138,24,-40.0
2271,0010000,138,24,0.0
2271,0001000,138,24,0.0
2271,0000100,138,24,0.0
2271,1000000,162,24,0.0
2271,0100000,162,24,0.0
2271,0010000,162,24,0.0
2271,0001000,162,24,0.0
2271,0000100,162,24,0.0
2271,1000000,186,24,0.0
2271,0100000,186,24,0.0
2271,0010000,186,24,0.0
2271,0001000,186,24,0.0
2271,0000100,186,24,0.0
2272,1000000,90,24,0.0
2272,0100000,90,24,0.0
2272,0010000,90,24,0.0
2272,0001000,90,24,0.0
2272,0000100,90,24,0.0
2272,1000000,114,24,0.0
2272,0100000,114,24,0.0
2272,0010000,114,24,0.0
2272,0001000,114,24,0.0
2272,0000100,114,24,0.0
2272,1000000,138,24,0.0
2272,0100000,138,24,0.0
2272,0010000,138,24,0.0
2272,0001000,138,24,-40.0
2272,0000100,138,24,0.0
2272,1000000,162,24,0.0
2272,0100000,162,24,0.0
2272,0010000,162,24,0.0
2272,0001000,162,24,0.0
2272,0000100,162,24,0.0
2272,1000000,186,24,0.0
2272,0100000,186,24,0.0
2272,0010000,186,24,0.0
2272,0001000,186,24,0.0
2272,0000100,186,24,0.0
2273,1000000,90,24,0.0
2273,0100000,90,24,0.0
2273,0010000,90,24,0.0
2273,0001000,90,24,0.0
2273,0000100,90,24,0.0
2273,1000000,114,24,0.0
2273,0100000,114,24,0.0
2273,0010000,114,24,0.0
2273,0001000,114,24,0.0
2273,0000100,114,24,0.0
2273,1000000,138,24,0.0
2273,0100000,138,24,0.0
2273,0010000,138,24,0.0
2273,0001000,138,24,-40.0
2273,0000100,138,24,0.0
2273,1000000,162,24,0.0
2273,0100000,162,24,0.0
2273,0010000,162,24,0.0
2273,0001000,162,24,0.0
2273,0000100,162,24,0.0
2273,1000000,186,24,0.0
2273,0100000,186,24,0.0
2273,0010000,186,24,0.0
2273,0001000,186,24,0.0
2273,0000100,186,24,0.0
1984,0101000,114,24,0.0
1985,0101000,162,24,0.0
2274,1000000,90,24,0.0
2274,0100000,90,24,0.0
2274,0010000,90,24,0.0
2274,0001000,90,24,0.0
2274,0000100,90,24,0.0
2274,1000000,114,24,0.0
2274,0100000,114,24,0.0
2274,0010000,114,24,0.0
2274,0001000,114,24,0.0
2274,0000100,114,24,0.0
2274,1000000,138,24,0.0
2274,0100000,138,24,-40.0
2274,0010000,138,24,0.0
2274,0001000,138,24,0.0
2274,0000100,138,24,0.0
2274,1000000,162,24,0.0
2274,0100000,162,24,0.0
2274,0010000,162,24,0.0
2274,0001000,162,24,0.0
2274,0000100,162,24,0.0
2274,1000000,186,24,0.0
2274,0100000,186,24,0.0
2274,0010000,186,24,0.0
2274,0001000,186,24,0.0
2274,0000100,186,24,0.0
2275,1000000,90,24,0.0
2275,0100000,90,24,0.0
2275,0010000,90,24,0.0
2275,0001000,90,24,0.0
2275,0000100,90,24,0.0
2275,1000000,114,24,0.0
2275,0100000,114,24,0.0
2275,0010000,114,24,0.0
2275,0001000,114,24,0.0
2275,0000100,114,24,0.0
2275,1000000,138,24,0.0
2275,0100000,138,24,0.0
2275,0010000,138,24,0.0
2275,0001000,138,24,-40.0
2275,0000100,138,24,0.0
2275,1000000,162,24,0.0
2275,0100000,162,24,0.0
2275,0010000,162,24,0.0
2275,0001000,162,24,0.0
2275,0000100,162,24,0.0
2275,1000000,186,24,0.0
2275,0100000,186,24,0.0
2275,0010000,186,24,0.0
2275,0001000,186,24,0.0
2275,0000100,186,24,0.0
1986,1010100,90,24,0.0
1987,1010100,90,24,0.0
1988,1010100,186,24,0.0
1989,1010100,114,24,0.0
1990,1010100,114,24,0.0
1991,1010100,186,24,0.0
1992,1010100,138,24,0.0
1993,1010100,138,24,0.0
1994,1010100,162,24,0.0
1995,1010100,162,24,0.0
1996,0101000,102,36,0.0
1997,0101000,102,36,0.0
1998,0101000,138,36,0.0
1999,0101000,138,36,0.0
2000,0101000,174,36,0.0
2001,0101000,174,36,0.0
2002,1010100,138,24,0.0
2003,1010100,114,24,0.0
2004,0101000,102,36,0.0
2005,0101000,138,36,0.0
2006,1000000,102,36,0.0
2007,1000000,138,36,0.0
2008,1000000,174,36,0.0
2009,0100000,102,36,0.0
2010,0100000,138,36,0.0
2011,0010000,102,36,0.0
2012,0010000,138,36,0.0
2013,0010000,174,36,0.0
2014,0001000,102,36,0.0
2015,0001000,138,36,0.0
14,0101000,180,18,0.0
2016,0101000,138,36,0.0
2017,0101000,174,36,0.0
2018,1000000,138,12,0.0
2019,0100000,102,12,0.0
2020,0100000,138,12,0.0
2021,0100000,174,12,0.0
2022,1000000,150,24,0.0
2023,0100000,114,24,0.0
2024,0100000,150,24,0.0
2025,0100000,186,24,0.0
2026,0010000,138,36,0.0
2027,0001000,102,36,0.0
2028,0001000,138,36,0.0
2029,0001000,174,36,0.0
2030,1010000,126,12,0.0
2031,0101000,174,12,0.0
2032,1010000,102,36,0.0
2033,0101000,102,36,0.0
2034,1010000,138,36,0.0
2035,1010000,138,36,0.0
2036,0101000,102,36,0.0
2037,1010000,174,36,0.0
2038,0100000,102,36,0.0
2039,0100000,138,36,0.0
2040,0001000,102,36,0.0
2041,0001000,138,36,0.0
15,1010100,114,12,0.0
2042,1010000,210,18,0.0
2043,1010000,210,18,0.0
2044,0101000,180,18,0.0
2045,1010000,138,36,0.0
2046,1010000,174,36,0.0
2047,0101000,138,36,0.0
2048,0100000,102,12,0.0
2049,0100000,114,24,0.0
2050,0100000,150,24,0.0
2051,0100000,174,24,0.0
2052,0001000,102,36,0.0
2053,0001000,138,36,0.0
2054,0001000,174,36,0.0
2055,1010000,102,36,0.0
2056,1010000,138,36,0.0
2057,0101000,102,36,0.0
16,0000100,174,12,0.0
2058,1000000,138,24,0.0
2059,1000000,186,24,0.0
2060,0000100,150,24,0.0
2061,0010000,186,24,0.0
2062,0010000,138,36,0.0
2063,0010000,174,36,0.0
2064,0000100,102,36,0.0
2065,1000000,174,36,0.0
2066,0101000,180,18,0.0
17,0101000,126,18,0.0
18,0101000,144,18,0.0
2067,0101000,138,36,0.0
2068,1010000,216,36,0.0
2069,1010000,102,36,0.0
2070,1010100,114,24,0.0
2071,0101000,174,36,0.0
2072,0100000,102,12,0.0
2073,0100000,138,12,0.0
2074,0100000,114,24,0.0
2075,0100000,150,24,0.0
2076,0001000,102,36,0.0
2077,0001000,138,36,0.0
2078,1010100,138,12,0.0
2079,0101000,102,36,0.0
2080,1010000,138,36,0.0
2081,1010000,174,36,0.0
2082,1000000,102,12,0.0
2083,1000000,114,24,0.0
2084,1000000,174,24,0.0
2085,1000000,90,36,0.0
2085,0100000,90,36,0.0
2085,0010000,90,36,0.0
2085,0001000,90,36,0.0
2085,0000100,90,36,0.0
2085,1000000,102,36,0.0
2085,0100000,102,36,0.0
2085,0010000,102,36,-40.0
2085,0001000,102,36,0.0
2085,0000100,102,36,0.0
2085,1000000,126,36,0.0
2085,0100000,126,36,0.0
2085,0010000,126,36,0.0
2085,0001000,126,36,0.0
2085,0000100,126,36,0.0
2085,1000000,138,36,0.0
2085,0100000,138,36,0.0
2085,0010000,138,36,0.0
2085,0001000,138,36,0.0
2085,0000100,138,36,0.0
2085,1000000,162,36,0.0
2085,0100000,162,36,0.0
2085,0010000,162,36,0.0
2085,0001000,162,36,0.0
2085,0000100,162,36,0.0
2085,1000000,174,36,0.0
2085,0100000,174,36,0.0
2085,0010000,174,36,0.0
2085,0001000,174,36,0.0
2085,0000100,174,36,0.0
2085,1000000,180,36,0.0
2085,0100000,180,36,0.0
2085,0010000,180,36,0.0
2085,0001000,180,36,0.0
2085,0000100,180,36,0.0
2086,1000000,90,36,0.0
2086,0100000,90,36,0.0
2086,0010000,90,36,0.0
2086,0001000,90,36,0.0
2086,0000100,90,36,0.0
2086,1000000,102,36,0.0
2086,0100000,102,36,0.0
2086,0010000,102,36,0.0
2086,0001000,102,36,0.0
2086,0000100,102,36,0.0
2086,1000000,126,36,0.0
2086,0100000,126,36,0.0
2086,0010000,126,36,0.0
2086,0001000,126,36,0.0
2086,0000100,126,36,0.0
2086,1000000,138,36,0.0
2086,0100000,138,36,0.0
2086,0010000,138,36,0.0
2086,0001000,138,36,0.0
2086,0000100,138,36,0.0
2086,1000000,162,36,0.0
2086,0100000,162,36,0.0
2086,0010000,162,36,0.0
2086,0001000,162,36,0.0
2086,0000100,162,36,0.0
2086,1000000,174,36,0.0
2086,0100000,174,36,0.0
2086,0010000,174,36,-40.0
2086,0001000,174,36,0.0
2086,0000100,174,36,0.0
2086,1000000,180,36,0.0
2086,0100000,180,36,0.0
2086,0010000,180,36,0.0
2086,0001000,180,36,0.0
2086,0000100,180,36,0.0
2087,0101000,102,36,0.0
2088,0101000,174,36,0.0
2089,1010000,174,36,0.0
2090,0101000,138,36,0.0
2091,0101000,174,36,0.0
2092,0010000,102,36,0.0
2093,0000100,102,36,0.0
2094,0101000,174,36,0.0
2095,0101000,102,36,0.0
2096,0010000,174,36,0.0
2097,0000100,174,36,0.0
19,0101000,198,18,0.0
2098,0101000,198,18,0.0
2099,1010000,126,36,0.0
2100,0101000,174,36,0.0
2101,1010000,102,36,0.0
2102,1010000,138,36,0.0
2103,0101000,102,36,0.0
2104,0101000,138,36,0.0
2105,1010000,174,36,0.0
2106,0101000,144,18,0.0
2107,1010100,162,12,0.0
2108,0100000,138,36,0.0
2109,0001000,138,36,0.0
2110,1000000,138,12,0.0
2111,1000000,150,24,0.0
2112,0010000,138,36,0.0
2113,1010000,210,18,0.0
2114,0000100,126,36,0.0
2115,0100000,216,24,0.0
2116,0001000,216,24,0.0
2117,0001000,216,36,0.0
2118,0100000,228,36,0.0
2119,1000000,210,12,0.0
2120,0000100,174,12,0.0
2121,0001000,228,36,0.0
2122,0001000,216,36,0.0
2123,0010000,228,36,0.0
2124,1000000,222,36,0.0
2125,1000000,222,36,0.0
2126,0000100,138,36,0.0
2127,0010000,222,36,0.0
2128,0100000,222,36,0.0
2276,1000000,90,24,0.0
2276,0100000,90,24,0.0
2276,0010000,90,24,0.0
2276,0001000,90,24,0.0
2276,0000100,90,24,0.0
2276,1000000,114,24,0.0
2276,0100000,114,24,0.0
2276,0010000,114,24,0.0
2276,0001000,114,24,0.0
2276,0000100,114,24,0.0
2276,1000000,138,24,0.0
2276,0100000,138,24,0.0
2276,0010000,138,24,0.0
2276,0001000,138,24,0.0
2276,0000100,138,24,0.0
2276,1000000,162,24,0.0
2276,0100000,162,24,0.0
2276,0010000,162,24,0.0
2276,0001000,162,24,0.0
2276,0000100,162,24,-40.0
2276,1000000,186,24,0.0
2276,0100000,186,24,0.0
2276,0010000,186,24,0.0
2276,0001000,186,24,0.0
2276,0000100,186,24,0.0
2277,1010100,90,12,0.0
2277,1010100,102,12,0.0
2277,1010100,114,12,0.0
2277,1010100,126,12,0.0
2277,1010100,138,12,0.0
2277,1010100,150,12,0.0
2277,1010100,162,12,0.0
2277,1010100,174,12,-40.0
2277,1010100,186,12,0.0
2277,1010100,198,12,0.0
20,1010100,138,12,0.0
21,1010100,90,12,0.0
21,1010100,102,12,0.0
21,1010100,114,12,0.0
21,1010100,126,12,0.0
21,1010100,138,12,0.0
21,1010100,150,12,0.0
21,1010100,162,12,0.0
21,1010100,174,12,0.0
21,1010100,186,12,0.0
21,1010100,198,12,40.0
22,1010100,90,12,-10.0
22,1010100,102,12,0.0
22,1010100,114,12,0.0
22,1010100,126,12,0.0
22,1010100,138,12,0.0
22,1010100,150,12,0.0
22,1010100,162,12,0.0
22,1010100,174,12,0.0
22,1010100,186,12,0.0
22,1010100,198,12,0.0
23,1010100,174,12,0.0
24,1010100,186,12,0.0
25,1010100,90,12,0.0
25,1010100,102,12,-40.0
25,1010100,114,12,0.0
25,1010100,126,12,0.0
25,1010100,138,12,0.0
25,1010100,150,12,0.0
25,1010100,162,12,0.0
25,1010100,174,12,0.0
25,1010100,186,12,0.0
25,1010100,198,12,0.0
26,0101000,162,12,0.0
27,0101000,90,18,0.0
27,0101000,108,18,0.0
27,0101000,126,18,0.0
27,0101000,144,18,0.0
27,0101000,162,18,0.0
27,0101000,180,18,-40.0
27,0101000,198,18,0.0
28,0101000,90,18,0.0
28,0101000,108,18,0.0
28,0101000,126,18,-8.0
28,0101000,144,18,-8.0
28,0101000,162,18,0.0
28,0101000,180,18,0.0
28,0101000,198,18,0.0
29,1010000,114,12,0.0
30,0101000,114,12,0.0
31,0101000,90,18,0.0
31,0101000,108,18,0.0
31,0101000,126,18,0.0
31,0101000,144,18,0.0
31,0101000,162,18,0.0
31,0101000,180,18,-40.0
31,0101000,198,18,0.0
32,1010100,162,12,0.0
33,1010100,126,12,0.0
34,0100000,174,12,0.0
35,0100000,186,12,0.0
36,0100000,198,12,0.0
37,1000000,90,12,0.0
37,0100000,90,12,0.0
37,0010000,90,12,0.0
37,0001000,90,12,0.0
37,0000100,90,12,0.0
37,1000000,102,12,0.0
37,0100000,102,12,0.0
37,0010000,102,12,0.0
37,0001000,102,12,0.0
37,0000100,102,12,0.0
37,1000000,114,12,0.0
37,0100000,114,12,0.0
37,0010000,114,12,0.0
37,0001000,114,12,0.0
37,0000100,114,12,0.0
37,1000000,126,12,0.0
37,0100000,126,12,0.0
37,0010000,126,12,0.0
37,0001000,126,12,0.0
37,0000100,126,12,0.0
37,1000000,138,12,0.0
37,0100000,138,12,0.0
37,0010000,138,12,0.0
37,0001000,138,12,0.0
37,0000100,138,12,0.0
37,1000000,150,12,0.0
37,0100000,150,12,0.0
37,0010000,150,12,0.0
37,0001000,150,12,0.0
37,0000100,150,12,0.0
37,1000000,162,12,0.0
37,0100000,162,12,0.0
37,0010000,162,12,0.0
37,0001000,162,12,0.0
37,0000100,162,12,0.0
37,1000000,174,12,0.0
37,0100000,174,12,-40.0
37,0010000,174,12,0.0
37,0001000,174,12,0.0
37,0000100,174,12,0.0
