student_id,offering_id,weight
330,387,0.6609
330,354,1.1434
330,628,1.4634
331,736,1.1881
331,466,1.0652
331,462,1.1215
332,401,1.0105
332,399,1.1429
333,501,1.2072
333,169,2.0571
333,377,0.9639
333,629,1.7647
334,151,1.3281
334,235,1.0493
335,249,1.7159
335,354,1.1434
335,574,0.9928
336,386,
336,385,
337,923,1.0356
337,598,1.3575
337,596,1.1163
338,134,1.1333
339,575,1.1033
339,146,1.2644
339,584,1.0417
340,217,1.0345
340,215,1.4918
340,190,1.0753
341,282,1.0484
341,854,1.0465
341,276,1.1905
341,287,1.0317
342,282,1.0484
342,279,1.1538
342,421,1.1124
342,550,1.1321
343,468,1.0345
343,466,1.0652
343,506,1.0549
343,275,1.0909
344,1032,1.1224
344,580,1.0897
344,511,1.4474
344,235,1.0493
345,51,0.9859
345,126,1.1058
345,124,1.1712
345,123,1.0435
345,122,1.0746
346,502,1.0276
346,136,1.2857
346,498,1.017
347,273,1.164
347,426,1.3134
347,425,0.9072
347,422,1.1324
348,30,1.25
348,25,1.1489
349,446,1.1667
349,247,1.0274
349,1045,1.0227
350,911,0.9048
350,336,1.0556
350,214,1.0072
350,301,1.3208
351,50,1.1215
352,370,1.0959
352,93,1.3889
352,354,1.1434
352,364,0.9561
353,75,1.0145
353,73,1.0909
353,72,0.9362
354,604,2.4405
354,626,0.9756
354,50,1.1215
354,599,1.0482
354,365,0.9622
354,595,1.0833
355,736,1.1881
355,129,1.1974
355,601,1.1316
355,134,1.1333
355,132,0.9859
356,571,2.68
356,28,1.2368
356,35,1.1364
356,24,1.1628
356,45,1.7143
357,603,1.0811
357,12,1.2222
358,368,1.4563
359,21,1.1185
359,349,1.4151
359,348,1.4118
359,234,1.1828
360,582,0.951
360,588,1.0575
360,583,1.1006
361,43,1.087
361,42,1.141
361,209,1.6327
362,30,1.25
362,250,1.039
362,256,1.2281
362,25,1.1489
363,483,1.1377
363,436,1.0497
363,247,1.0274
363,213,1.5
364,239,
364,542,1.025
365,117,1.3252
365,200,1.1123
366,427,0.9259
366,502,1.0276
366,430,0.9036
366,429,1.0204
367,347,1.1538
367,60,1.0333
367,46,
367,45,1.7143
368,164,1.0227
368,795,1.2121
369,664,1.3223
369,200,1.1123
369,574,0.9928
370,338,1.0169
370,337,1.0196
370,907,1.9444
370,906,1.125
371,490,1.0714
371,541,1.218
372,597,1.5745
372,596,1.1163
372,330,0.5882
372,594,1.1401
373,656,1.17
373,853,
373,335,1.0307
373,168,0.8971
373,167,1.1111
374,601,1.1316
374,622,0.8602
375,436,1.0497
375,521,1.1875
375,567,1.4062
375,543,1.125
375,564,1.1875
375,561,3.1887
375,559,1.0063
375,554,1.0755
375,484,1.2876
375,483,1.1377
376,604,2.4405
376,428,0.8989
376,430,0.9036
377,580,1.0897
378,304,1.1429
379,569,1.3209
379,203,1.0967
379,180,1.1911
379,476,1.1146
380,21,1.1185
380,663,1.1429
380,25,1.1489
380,66,1.12
381,490,1.0714
381,301,1.3208
382,593,1.0155
382,154,1.0741
382,440,1.0651
383,588,1.0575
383,499,1.0581
383,498,1.017
384,503,1.0526
384,235,1.0493
384,377,0.9639
385,403,1.0277
386,7,1.3538
386,6,1.087
386,5,1.129
386,511,1.4474
386,376,1.6364
386,11,1.1321
387,605,1.1278
388,338,1.0169
388,337,1.0196
388,336,1.0556
389,670,1.2256
389,124,1.1712
389,123,1.0435
389,122,1.0746
389,418,1.0544
389,506,1.0549
390,501,1.2072
390,466,1.0652
390,462,1.1215
391,593,1.0155
391,10,1.1268
391,12,1.2222
392,362,0.8529
392,637,1.4476
392,361,1.0146
392,620,1.0138
393,610,1.3333
393,235,1.0493
393,35,1.1364
393,354,1.1434
394,546,1.1127
394,627,1.3978
395,373,1.1029
395,618,1.1951
395,354,1.1434
395,616,1.0204
396,87,1.3509
396,526,1.039
396,400,1.117
396,398,1.3675
397,889,1.3333
397,896,1.0714
397,499,1.0581
397,891,1.1538
398,215,1.4918
398,191,1.2564
398,190,1.0753
398,211,1.7467
398,88,1.4151
399,582,0.951
399,594,1.1401
400,228,1.0559
400,227,1.1392
400,567,1.4062
400,523,1.1842
400,555,1.0294
400,565,1.1801
400,486,1.1193
400,485,1.1193
401,74,1.068
402,593,1.0155
402,119,1.1053
402,569,1.3209
402,124,1.1712
402,319,1.0857
403,297,1.118
404,576,1.1606
405,74,1.068
405,72,0.9362
405,542,1.025
406,582,0.951
406,360,1.1337
406,315,1.0995
406,364,0.9561
407,250,1.039
407,502,1.0276
407,25,1.1489
408,854,1.0465
408,499,1.0581
408,25,1.1489
408,253,1.0897
409,791,1.0286
409,54,1.3333
409,681,0.8511
409,768,1.1613
409,684,1.1163
409,770,1.5789
410,457,1.0569
410,137,1.087
411,538,1.0448
411,304,1.1429
411,576,1.1606
412,238,1.0274
412,236,1.0649
412,387,0.6609
413,503,1.0526
413,354,1.1434
414,435,1.1194
414,442,1.0976
415,85,1.0671
415,618,1.1951
416,539,1.1765
417,503,1.0526
418,503,1.0526
418,539,1.1765
419,503,1.0526
419,304,1.1429
420,581,1.1494
420,360,1.1337
420,580,1.0897
420,303,1.1749
420,376,1.6364
421,164,1.0227
421,538,1.0448
421,443,1.1268
422,54,1.3333
422,732,1.1429
422,737,1.3559
423,854,1.0465
423,534,1.5
423,365,0.9622
424,549,1.087
424,233,1.087
425,74,1.068
426,437,1.3333
426,228,1.0559
426,249,1.7159
426,227,1.1392
426,567,1.4062
426,565,1.1801
426,486,1.1193
426,485,1.1193
427,314,1.2727
428,149,1.0312
428,683,2.4
428,682,1.7143
429,393,1.4286
429,391,0.5455
429,390,1.1765
430,326,1.1278
430,621,1.0417
430,629,1.7647
431,329,0.9756
431,214,1.0072
431,398,1.3675
432,501,1.2072
433,54,1.3333
433,624,1.3889
433,326,1.1278
433,510,1.3793
433,343,1.0709
434,670,1.2256
434,372,1.0667
434,766,1.0909
435,327,1.0246
435,214,1.0072
435,35,1.1364
435,144,1.0692
436,428,0.8989
436,538,1.0448
436,425,0.9072
436,457,1.0569
436,430,0.9036
437,54,1.3333
437,766,1.0909
437,608,1.1765
437,772,1.1765
437,771,1.4286
438,228,1.0559
438,227,1.1392
438,567,1.4062
438,523,1.1842
438,565,1.1801
438,486,1.1193
438,485,1.1193
439,535,1.1967
439,854,1.0465
439,533,1.2295
439,532,1.25
440,208,1.0825
440,1032,1.1224
441,372,1.0667
442,361,1.0146
442,365,0.9622
443,542,1.025
444,549,1.087
444,996,1.2055
444,235,1.0493
445,538,1.0448
445,498,1.017
445,726,1.2435
446,283,1.1546
446,360,1.1337
446,281,1.0625
446,287,1.0317
446,55,1.0185
447,327,1.2386
447,194,1.0737
447,193,1.2135
447,192,1.5464
447,620,1.0138
448,457,1.0569
448,620,1.0138
448,135,1.0309
448,134,1.1333
448,133,
448,132,0.9859
449,470,1.0256
449,261,0.8383
449,376,1.6364
449,464,0.9712
450,599,1.0482
450,628,1.4634
451,654,1.3125
451,310,1.1626
451,308,1.2967
452,129,1.1974
452,135,1.0309
452,134,1.1333
452,540,1.0309
453,51,0.9859
453,194,1.0737
453,237,1.178
453,193,1.2135
453,192,1.5464
454,467,1.1039
454,465,1.1075
454,463,1.1029
455,61,1.0968
455,91,1.1518
455,90,1.082
455,354,1.1434
455,89,1.1549
456,428,0.8989
456,273,1.164
456,513,1.3393
456,424,1.0784
456,457,1.0569
456,430,0.9036
457,497,1.1139
458,538,1.0448
458,304,1.1429
459,480,1.3115
459,684,1.1163
460,439,1.1842
461,609,1.2059
461,772,1.1765
461,354,1.1434
462,305,1.1317
462,312,1.0811
463,933,0.9677
463,16,1.1429
463,926,1.5455
464,326,1.1278
464,27,1.1778
464,26,1.1392
464,540,1.0309
465,329,1.7391
466,362,0.8529
466,657,1.0952
466,623,2.0845
467,547,1.1364
467,545,1.3534
468,248,0.885
468,247,1.0274
468,620,1.0138
468,25,1.1489
468,541,1.218
469,208,1.0825
469,735,1.1561
469,574,0.9928
470,98,1.6667
470,987,1.129
470,550,1.1321
470,99,1.125
471,150,1.2424
472,854,1.0465
472,288,1.2
472,330,0.303
473,446,1.1667
474,9,1.2281
474,424,1.0784
474,12,1.2222
474,374,1.0526
475,47,1.5625
476,446,1.1667
477,581,1.1494
477,950,1.0323
477,946,
478,76,1.053
478,657,1.0952
478,200,1.1123
478,397,1.0307
479,386,
480,54,1.3333
480,677,1.165
480,312,1.0811
480,673,0.9412
481,239,
481,248,0.885
482,580,1.0897
482,303,1.1749
482,257,1.0308
482,233,1.087
482,231,0.991
483,160,1.1455
483,664,1.3223
484,239,
484,314,1.2727
484,236,1.0649
484,354,1.1434
485,414,0.8163
485,919,1.0194
485,411,1.0145
485,1038,1.1667
485,915,0.7273
486,258,1.039
486,312,1.0811
487,207,1.0213
487,311,1.0833
488,339,0.9836
488,338,1.0169
488,337,1.0196
488,336,1.0556
488,863,0.9524
489,436,1.0497
489,521,1.1875
489,567,1.4062
489,543,1.125
489,564,1.1875
489,561,3.1887
489,559,1.0063
489,554,1.0755
489,484,1.2876
489,483,1.1377
490,270,1.0549
490,929,0.9275
491,582,0.951
491,51,0.9859
491,821,
491,18,1.3721
492,316,1.0294
492,618,1.1951
492,617,1.1364
492,550,1.1321
493,49,1.1881
493,550,1.1321
494,3,1.1429
494,2,1.1
494,671,1.1702
495,315,1.0995
495,326,1.1278
496,263,1.1364
496,480,1.3115
496,392,0.9677
496,730,1.3585
497,674,1.2973
497,465,1.1075
497,463,1.1029
497,462,1.1215
497,506,1.0549
498,94,1.3158
498,61,1.0968
498,93,1.3889
498,620,1.0138
499,582,0.951
499,326,1.1278
499,38,1.6897
499,542,1.025
500,315,1.0995
501,535,1.1967
501,533,1.2295
501,532,1.25
502,151,1.3281
502,360,1.1337
502,177,1.0638
502,154,1.0741
503,17,1.0227
503,235,1.0493
504,17,1.0227
505,393,1.4286
505,392,0.9677
505,391,0.5455
506,582,0.951
506,502,1.0276
506,28,1.2368
506,24,1.1628
507,539,1.1765
508,21,1.1185
508,576,1.1606
508,211,1.7467
508,89,1.1549
509,538,1.0448
510,237,1.178
510,265,1.1765
511,28,1.2368
511,24,1.1628
511,23,
512,582,0.951
512,302,1.036
512,540,1.0309
513,338,1.0169
513,337,1.0196
